Microrregião;2411300;2412100;2421100;2422901;2422902;2423701;2423702;2424501;2424502;2431800;2439300;2441501;2441502;2442300;2443100;2449101;2449102;2449103;2449199;2451200;2452100;2511000;2512800;2513600;2521700;2522500;2531401;2531402;2532201;2532202;2539000;2539001;2539002;2541100;2542000;2543800;2550101;2550102;2591800;2592601;2592602;2593400;2599301;2599302;2599399;2759701;2759799;2811900;2812700;2813500;2814301;2814302;2815101;2815102;2821601;2821602;2822401;2822402;2823200;2824101;2824102;2825900;2829101;2829199;2831300;2832100;2833000;2840200;2851800;2852600;2853400;2854200;2861500;2862300;2863100;2864000;2865800;2866600;2869100;2910701;2910702;2910703;2920401;2920402;2930101;2930102;2930103;2941700;2942500;2943300;2944100;2945000;2949201;2949299;2950600;3011301;3011302;3012100;3031800;3032600;3041500;3042300;3091100;3091101;3091102;3092000;3099700;3311200;3312101;3312102;3312103;3312104;3313901;3313902;3313999;3314701;3314702;3314703;3314704;3314705;3314706;3314707;3314708;3314709;3314710;3314711;3314712;3314713;3314714;3314715;3314716;3314717;3314718;3314719;3314720;3314721;3314722;3314799;3315500;3316301;3316302;3317101;3317102;3319800;3321000;3329501;3329599;4614100;4661300;4662100;4663000;4664800;4665600;4669901;4669999;4672900;7112000;7120100;7731400;7732201;7732202;7733100;7739001;7739002;7739003;7739099
33018;0;0;2753;71;17;2;0;2;2078;1113;275;421;90;58;0;0;0;9;256;184;627;2892;2360;1649;523;0;144;51;955;45;0;1017;206;114;948;174;77;0;1124;314;272;330;181;39;2212;0;501;35;334;1413;7;5;0;38;193;61;805;541;925;44;52;82;8;2069;0;21;263;104;1872;102;35;126;186;250;0;0;0;23;1264;115;0;0;24;0;933;2366;109;232;6;81;745;24;50;534;319;14314;971;393;12;95;42;0;0;0;0;186;96;683;0;212;45;9;528;0;516;787;181;148;47;14;24;869;781;164;1600;0;0;110;346;3;8;65;778;15;29;0;0;389;168;1354;14;6836;102;415;867;830;376;411;75;954;2102;815;655;154;2382;1271;36041;4743;34;3315;994;2161;12;285;570;4366
35004;0;2;0;10;17;0;0;0;172;0;9;3;10;26;0;0;0;0;0;161;44;707;2620;15;341;0;84;0;75;79;0;87;70;0;471;59;0;0;0;11;30;618;86;18;430;0;155;0;39;298;50;0;0;0;6;0;43;150;174;0;0;0;0;214;6;22;252;102;0;0;0;0;122;173;0;26;3;0;180;0;0;0;0;0;1610;0;12;9;0;18;0;38;13;269;198;0;6;9;0;0;0;0;0;0;0;9;11;183;0;1;27;0;29;1;0;3;36;0;0;0;0;11;10;0;23;36;19;7;0;0;0;24;2;0;0;0;0;24;0;35;0;0;0;6;54;167;3;3;369;41;120;45;16;51;55;243;821;65;40;188;55;40;0;9;54;94
35005;0;29;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;206;136;75;146;0;21;0;94;81;29;0;0;5;0;0;87;0;0;0;1;114;131;2;7;0;160;95;1398;0;0;3;0;0;0;0;143;0;0;0;0;0;0;0;0;181;0;5;689;7;0;0;0;36;0;41;0;0;0;0;12;0;0;0;0;0;5;0;0;44;30;0;0;0;0;78;23;0;0;0;0;0;0;0;0;0;0;0;0;8;0;6;0;0;0;0;0;0;0;0;0;0;0;3;0;0;6;9;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229;0;0;0;269;2;49;0;0;0;0;74;16;0;51;20;0;6;0;0;0;10
35013;0;0;0;0;0;0;0;0;0;0;2;80;67;0;0;0;0;0;0;952;22;436;96;204;1240;0;0;93;180;0;0;128;0;0;65;11;0;0;0;0;13;63;0;0;115;0;0;0;364;0;0;0;0;888;0;0;0;0;6;0;0;35;0;249;0;0;381;13;0;0;0;5;9;1;10;0;0;0;122;0;0;0;0;0;71;0;9;159;0;0;0;0;0;157;6;0;0;0;0;0;0;0;0;0;377;69;0;13;0;5;0;0;35;0;0;0;1;0;1;0;0;0;0;6;157;41;0;0;0;0;0;0;5;13;0;0;0;72;0;0;0;0;0;118;5;34;0;4;246;5;136;0;3;0;4;26;231;0;11;21;6;0;0;11;18;89
35014;0;0;0;9;0;0;0;0;38;67;12;0;13;0;0;0;1;29;80;863;225;406;540;1653;24;1583;0;0;89;0;0;521;15;0;496;132;0;0;0;94;96;60;91;5;250;0;120;1037;216;274;228;0;0;562;33;0;96;413;104;0;8;13;0;2097;0;120;2196;163;0;86;0;45;151;1171;0;0;34;5;1630;1;0;0;11;0;136;0;33;160;34;5;24;429;0;286;49;0;0;17;0;0;0;0;0;0;34;49;10;435;0;223;12;0;14;0;37;40;31;58;1;20;0;27;94;5;191;98;16;15;0;0;0;20;15;43;0;1;0;173;0;31;0;0;0;59;715;129;8;12;477;17;1160;179;95;38;243;146;1384;411;80;620;24;19;0;32;243;316
35021;0;0;0;0;0;0;0;0;119;0;0;0;0;0;0;0;0;0;28;40;69;113;200;36;163;0;0;0;9;0;0;53;5;5;228;202;0;0;0;21;12;1;0;0;251;0;10;5;18;0;0;0;0;0;0;0;0;0;107;0;0;4;0;166;507;0;2082;4;0;0;749;0;7;243;0;16;7;0;321;0;0;0;0;0;28;0;0;0;0;0;132;677;0;46;150;4;11;30;0;0;0;0;0;0;0;0;0;61;0;0;4;1;0;0;0;0;3;14;0;3;0;8;2;0;42;2;17;0;0;0;1;0;0;26;7;0;0;1;0;4;0;1;0;1;83;1;0;1;54;2;26;0;0;0;5;38;413;6;54;30;0;10;0;0;3;30
35023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;43;2;84;0;46;0;0;0;57;40;0;121;9;0;101;0;0;0;0;12;0;20;0;0;286;0;0;0;0;0;0;0;0;0;259;0;0;0;0;0;0;0;0;13;0;26;26;24;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;4445;32;0;1;0;0;1;0;887;8;0;0;0;0;0;1773;69;0;0;0;0;9;2;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;0;3;0;0;65;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;5;0;12;0;0;5;0;24;0;10;0;20;35;105;10;0;39;1;0;0;0;10;13
35024;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;2;27;75;36;120;199;0;114;0;0;28;73;0;0;71;12;3;142;73;0;0;116;28;11;551;2;0;128;0;42;125;155;33;22;0;0;21;19;57;0;25;0;0;0;0;0;2347;0;13;5550;88;0;0;168;0;170;591;4;0;0;0;347;0;0;0;0;0;59;0;20;86;633;0;18;0;0;0;44;0;0;0;0;0;1641;0;0;0;13;0;0;13;0;4;0;0;107;0;3;0;0;10;1;1;0;33;10;5;46;19;35;25;0;0;0;0;0;9;0;0;0;36;0;315;0;0;0;8;201;29;0;1;198;0;203;0;18;0;83;18;103;69;17;558;2;2;0;0;3;297
35025;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;321;30;326;262;0;27;0;6;0;313;0;0;112;59;0;116;219;0;0;16;29;189;4;30;0;649;0;35;0;1;0;0;3208;0;0;65;18;0;0;140;0;0;7;0;209;0;0;444;115;0;39;0;0;34;66;0;0;0;176;313;836;0;5;0;0;9;0;0;77;0;0;0;0;0;156;9;0;0;0;0;0;32;0;0;0;0;0;8;0;0;4;0;0;20;0;6;1;0;0;1;0;0;3;0;1;38;1;3;0;1;0;0;5;1;0;0;0;14;8;0;0;0;0;0;2;525;16;6;0;42;18;56;16;8;11;79;96;119;6;20;44;2;46;0;0;49;19
35027;0;11;348;20;4;9;25;0;128;101;40;2;352;1;0;0;0;4;45;977;263;583;465;5;139;0;0;51;1025;21;0;238;157;12;374;259;0;0;16;87;132;300;44;0;2253;0;349;0;68;247;30;0;3;310;2;8;31;941;109;0;0;53;2;710;0;78;1016;868;0;356;0;0;60;167;21;9;23;11;1028;0;0;0;0;0;219;0;6;537;0;2215;180;257;122;4953;169;0;0;0;0;25;0;0;0;0;0;1193;56;54;0;51;0;0;31;0;19;12;11;3;0;0;1;39;6;0;28;47;16;75;0;0;0;0;13;0;2;0;0;348;27;4;0;0;0;16;125;39;0;6;243;47;255;8;3;0;103;31;162;42;1;71;20;7;0;0;7;29
35028;0;100;0;47;22;0;388;14;93;36;85;0;0;3;0;0;0;0;38;933;170;127;326;395;383;175;1;43;222;0;0;429;42;0;384;135;0;0;2;137;72;21;54;0;1442;0;4;1562;579;277;0;0;0;226;53;0;3;800;128;0;246;68;0;1798;286;2;998;258;0;208;4611;0;135;908;98;0;14;13;2124;2486;797;0;0;0;25;0;521;408;17;236;0;566;145;3749;104;0;0;0;0;0;0;0;0;3;0;0;52;128;0;45;0;0;40;0;89;0;51;1;0;10;0;20;0;0;57;3;1;17;0;0;0;0;36;0;5;10;0;95;0;0;0;0;0;47;396;12;20;10;111;248;505;25;23;60;208;150;361;619;1;157;0;6;0;5;41;69
35030;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;134;54;401;120;27;7;14;0;0;143;0;0;92;22;0;203;65;0;0;445;21;95;48;75;0;883;0;0;0;208;0;0;0;0;3;19;7;0;0;0;0;0;1;3;644;0;114;1527;15;0;26;0;210;47;129;0;0;0;4;262;0;0;0;0;0;42;0;0;286;0;0;0;0;0;3035;15;0;0;0;0;0;105;0;0;0;0;126;26;9;0;1;3;0;59;0;0;0;2;0;0;0;0;73;5;4;2;26;2;0;0;0;0;3;2;0;0;2;0;5;0;0;0;0;0;38;37;15;0;6;411;0;50;12;0;0;70;190;65;0;5;73;11;2;0;0;21;11
35031;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;673;161;102;136;348;22;5;0;25;87;2;0;74;27;0;161;135;0;0;3;143;82;11;46;0;828;0;186;0;580;11;0;0;9;48;225;0;0;123;38;0;0;5;0;319;8;86;1803;67;0;0;0;43;232;1;2;7;59;0;509;0;0;0;0;0;18;0;3;4220;949;684;1490;23;0;1423;16;0;13;3;0;0;0;0;0;0;0;330;295;78;0;28;1;0;27;0;255;0;139;0;0;2;0;1;0;4;87;6;1;29;0;0;0;0;0;7;0;75;12;125;0;0;0;0;0;6;103;51;13;0;61;12;40;0;36;0;66;57;322;20;19;66;0;0;0;0;1;25
35032;4;60;15;0;20;0;1451;337;62;250;50;114;335;0;55;0;0;47;501;1529;582;640;1672;145;633;3;118;67;915;76;0;1687;437;75;1057;1426;0;0;324;751;383;1075;191;6;3970;34;72;276;634;615;5;0;13;762;160;98;23;613;767;24;39;244;4;4812;287;191;1444;3189;20;154;225;487;314;221;219;395;140;349;2677;5640;0;0;692;0;772;0;46;10463;2160;1552;79;586;0;8851;145;0;105;8;2006;221;113;104;0;0;21;191;339;299;0;180;58;27;91;36;258;17;142;176;139;45;16;134;121;12;428;17;0;172;14;2;0;19;164;157;28;51;94;951;265;26;18;0;3;83;454;280;21;44;388;402;2202;268;264;144;662;1323;3379;1894;1;1284;82;138;0;303;170;796
